RPM,Coolant Temperature (°C),Vehicle Speed (km/h),Intake Air Mass (g/s),High RPM,High Coolant Temperature,Low Speed,High Intake Air Mass,Low Intake Air Mass,Thermostat Issue,Airflow Restriction
2348.0,72.36507371709654,48.0,5.102136588140551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2918.0,83.10691384542507,33.0,6.03022297186178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813.0,86.11138530629565,48.0,6.776661292231562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524.0,86.69859484963106,112.0,3.62090085807078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064.0,81.77149899936698,50.0,4.248588048288726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581.0,81.55129840810281,50.0,6.867458426679554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521.0,82.97157475161121,80.0,7.650690250109811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412.0,80.33269307808969,73.0,4.601574559459245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705.0,85.82393964400127,32.0,6.146901807191515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077.0,77.27850469595776,111.0,5.664342784941047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3235.0,74.51060269176436,59.0,2.719896151917762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045.0,89.98977837529719,33.0,2.648953037602136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490.0,82.43907319009094,90.0,6.53273780945445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889.0,80.23168311049457,88.0,8.276396093782818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3048.0,82.79297806760263,102.0,6.5748036667206815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262.0,75.2992270391477,119.0,6.480148038720195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3140.0,76.1575911630019,84.0,6.20292363399936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3140.0,80.25397641032006,32.0,4.073906392012754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096.0,81.08915263975692,27.0,5.073009198873617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269.0,88.84919200727433,54.0,8.684512568432014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345.0,84.21445617206368,116.0,5.3304493939742965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338.0,83.81201218320642,36.0,6.677746102607893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231.0,89.80330390549263,112.0,2.517781065826437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470.0,76.23170473812795,118.0,3.1650688474004056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180.0,83.42591007438908,75.0,2.6767671664148827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703.0,76.6579588994029,60.0,3.299238989144332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3144.0,75.24186869738583,105.0,5.8600856059106246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512.0,78.66506010724551,94.0,7.906526999951971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406.0,87.34707320654832,32.0,6.1138901540755946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042.0,78.11715206000524,76.0,6.511237437338637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2739.0,70.27936775099163,90.0,8.299217344934561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157.0,75.098567857365,66.0,7.514151609589078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3147.0,76.0392694337207,94.0,3.938896819400902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695.0,73.51617247466292,92.0,5.614484296461802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353.0,71.23942865450688,88.0,2.841904695652577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257.0,83.83216983043866,115.0,5.93606003563264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2908.0,83.49227872661479,101.0,4.344855301936891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962.0,78.89235406546905,59.0,2.908819540052956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864.0,77.74773224045899,44.0,3.9049412503769214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857.0,85.7592901858547,103.0,7.312564783859815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3349.0,73.33824311565488,110.0,8.454860020592818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2631.0,71.31131789684981,118.0,8.666270192507895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690.0,85.85560517731038,41.0,3.0958507642769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620.0,88.45032635194602,61.0,3.915267376448721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3071.0,70.17034924862917,30.0,6.340793592772457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952.0,74.03096949291724,71.0,3.715010963513703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488.0,88.73717574303947,111.0,3.949436149090346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521.0,75.03818461732328,47.0,3.618545009680908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2801.0,88.43830117486765,33.0,7.669123480485833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612.0,71.200566520637,86.0,8.352039731259277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158.0,73.6947877402061,53.0,5.285697740926077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641.0,77.36264818282041,23.0,3.1761911168709203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221.0,74.71497427652658,92.0,7.355824600435465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461.0,72.34350577467687,67.0,4.901008985166371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519.0,79.25134057947295,119.0,4.600741211818221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382.0,71.51580313733571,107.0,7.03937209689713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268.0,85.48467579075164,94.0,5.462223949021768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391.0,88.31655612113641,61.0,8.97606288285495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2726.0,81.11233771181499,38.0,4.816477801269146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2820.0,73.00381829279671,85.0,7.153304523153111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756.0,81.33996498035486,92.0,7.337990356694464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626.0,84.21776651821804,50.0,3.8008773898072272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3103.0,76.09535985770397,80.0,7.380425376014703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784.0,74.58111484676445,93.0,4.69335258190959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930.0,76.83296755380692,75.0,4.82199626231165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746.0,80.34067038735073,76.0,8.312513181282267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647.0,87.19610290669931,30.0,4.021630061715415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954.0,79.56021522315184,31.0,6.114663362361803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092.0,71.95394184141455,90.0,4.802608916318782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663.0,80.02403341395288,94.0,5.298380091342418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884.0,73.80865608310972,91.0,6.860040849309523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887.0,81.91462805078515,95.0,4.014041257768268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143.0,73.31570156769327,30.0,4.970465421504197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619.0,80.63683383217653,106.0,5.779479878706688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2868.0,81.96216690807334,93.0,5.120466656765478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059.0,84.39351730888771,42.0,8.215935318578442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651.0,71.0092195769036,72.0,7.240089919656322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080.0,75.57206739285344,77.0,8.447073721508307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3287.0,87.97363968884554,86.0,5.568960097289501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965.0,87.42100185955321,52.0,5.395413207441316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427.0,89.8366784089718,36.0,8.364773416502501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909.0,83.3985830192986,21.0,8.491828181579251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280.0,74.89856271092178,102.0,3.300626993034278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882.0,86.06447167974278,43.0,5.763523318151435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2769.0,78.5971475551698,89.0,6.570945244840656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326.0,75.46385603827821,59.0,2.92345199564112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778.0,84.20264820105517,102.0,8.140557576045484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684.0,86.1242938271925,62.0,7.798047602775991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093.0,88.45949221065688,51.0,4.780938243584775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855.0,74.58119829387037,58.0,3.121588489169189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350.0,81.8349687413591,77.0,3.6616704179670543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056.0,71.75468643224092,46.0,6.0499496234824495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435.0,80.4063666364103,83.0,2.7735087554640816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878.0,73.10523557319468,113.0,4.570875380108061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892.0,73.18362894453868,23.0,4.506633013850526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3455.0,78.50899867685818,90.0,4.906746245368238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,86.34556171038689,42.0,2.692842605930034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2926.0,85.49454365395059,66.0,4.791748804918372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267.0,84.80330668365666,56.0,8.386963959960529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981.0,79.06769920911795,99.0,6.916404458798869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2645.0,75.40739608382208,52.0,2.5764455802397235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2598.0,86.49882832278402,63.0,7.676480249488385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820.0,72.98958358841237,118.0,5.132485488660191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3484.0,85.02028860807752,84.0,7.423102531009397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3135.0,82.78792805854766,43.0,3.373873732681701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219.0,89.09282954927306,84.0,5.705361745945531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775.0,74.06847407557082,22.0,5.95457383838718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977.0,81.31400833837178,94.0,7.583950500066225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2786.0,83.0036904957183,68.0,8.382055842788617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461.0,79.46122054920554,53.0,6.346867064344414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3231.0,78.24191431079629,45.0,7.919912827081425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275.0,87.14922684882077,44.0,4.39064628717333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014.0,81.92071984801284,80.0,8.863470896933393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773.0,88.36385037387302,60.0,4.362472862604809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120.0,74.00456000569234,83.0,8.761833792710718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016.0,70.22706147833156,87.0,5.188181324202865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034.0,77.85666032163591,32.0,5.495950009281392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023.0,82.91357377083301,38.0,6.164481982178717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3263.0,83.73239138309951,20.0,7.703801215440409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443.0,79.27264516395743,118.0,7.260300962779817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561.0,83.66139205093553,76.0,6.299666507022423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242.0,71.61725825575927,66.0,6.949080249795214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3141.0,89.09104263658972,54.0,8.012915767520518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618.0,79.36427264729427,22.0,4.742043927438553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669.0,81.29761950392815,101.0,6.588056986193377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119.0,86.36135121196823,111.0,8.922419104523382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849.0,70.34413921622979,100.0,3.1901132249392274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3178.0,89.38883538732496,57.0,7.809890683786121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3399.0,81.63256309368569,92.0,3.074191423866385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530.0,76.16468271717126,77.0,4.824144119600635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722.0,75.86062275951763,56.0,8.330738661158751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965.0,75.09907172062421,24.0,5.992760403315343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928.0,78.43662275244122,41.0,7.5687116112715485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812.0,78.7926207292781,54.0,3.9065989552495166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2983.0,78.23397248657191,21.0,8.43752294312413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710.0,74.30247543326578,73.0,8.24273436916964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3097.0,72.5811488569136,68.0,2.7685203077966265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148.0,85.93638797040482,34.0,3.6019203812130725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676.0,80.54271187929312,43.0,7.273891972548047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904.0,80.31395153105792,69.0,8.477803408468935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201.0,81.89338590459816,88.0,7.944545791154898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577.0,86.72129447022247,81.0,5.8618726523702085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3272.0,87.4988788398108,52.0,7.142973358701713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175.0,77.94515047552707,58.0,4.436040047194459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944.0,72.26601754040148,30.0,5.071278472304403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250.0,89.70760478599088,62.0,3.833134727185653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293.0,78.3224923876552,116.0,4.921949750749149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3282.0,86.87072635126955,59.0,6.934412191619876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296.0,81.98299262622105,66.0,3.888343451800649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368.0,71.8500330324599,90.0,8.513658018989851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436.0,89.9086304096986,88.0,7.224028804434924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051.0,84.04609491917024,71.0,3.935610034457316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563.0,80.39981227789158,99.0,6.848223772567738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822.0,81.55556958829322,34.0,2.55103643700672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232.0,82.12604111527027,61.0,5.541207974051436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820.0,76.87175670091175,29.0,8.195932994163229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777.0,77.31587041586437,72.0,5.962039419585702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827.0,89.28564998276192,63.0,5.86043132926513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401.0,75.97270238852313,40.0,4.739925123086406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363.0,84.55186226258897,52.0,3.057622125317767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349.0,87.58091615572054,64.0,8.260141919712787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2992.0,72.58501848397925,62.0,4.148912853378151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158.0,79.24421286963178,66.0,8.02899908991423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109.0,73.58086248594488,37.0,7.403427957707049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133.0,79.30425391688536,26.0,8.757854234072694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171.0,74.72122507049232,25.0,8.505684830090757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090.0,87.41745195345041,53.0,8.835153514803224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3237.0,76.61530487135602,51.0,4.929263792988153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608.0,73.01243727789772,50.0,5.215125219444045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2632.0,86.68285323044967,81.0,7.637437418721471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862.0,78.9124400258688,23.0,5.942260786916318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024.0,79.38772528081672,88.0,2.8391930835105272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941.0,76.12504260408694,33.0,7.357494027405875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268.0,75.30930094727698,27.0,8.44286202379411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388.0,83.03471592763029,111.0,3.4916355444253058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3490.0,75.59243646769738,92.0,4.281855512808477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057.0,86.84585374794682,55.0,8.10649014276452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941.0,79.25253305466671,60.0,7.450231315709404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080.0,75.60308208666054,23.0,7.22904259767024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3195.0,74.2260668455132,94.0,4.713352116283886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145.0,72.90128420306415,87.0,4.2548825846219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287.0,82.21390865176406,32.0,7.6303154698898386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633.0,80.48629190367323,62.0,4.896768576359619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3413.0,74.2014434675691,119.0,6.308424372374549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102.0,76.07700929356952,105.0,7.826738200629481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503.0,71.08081897325118,33.0,5.062833334559989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468.0,73.84918628713889,85.0,5.595672940552739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098.0,88.6202346114656,79.0,5.926829248519043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3196.0,83.49715965927892,30.0,8.76612099954096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3222.0,73.51850743069937,81.0,7.7019414054861635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3244.0,70.22045175105656,57.0,8.406117780512332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067.0,83.57486778486829,95.0,7.103764708331085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2805.0,80.35183360223515,21.0,8.11742914471612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2781.0,75.12579731835775,81.0,7.156399908059014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184.0,71.77967095806993,113.0,5.003239739136744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812.0,88.51096878072633,47.0,7.106517781969727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2988.0,85.48665501840959,68.0,5.437307818184598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783.0,85.71282983512809,100.0,5.562357387237807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194.0,85.71035234326179,119.0,5.400320676663663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854.0,72.2487875711975,51.0,6.557801005479831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041.0,78.13193504457092,48.0,6.261477878152185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510.0,87.46238522156543,87.0,7.050684096727311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052.0,70.06213237506199,38.0,2.9098664360559137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252.0,82.21979928853094,40.0,7.159276597500043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673.0,81.065023082489,24.0,4.872410159664489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001.0,86.2282817243764,53.0,5.969550658235855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094.0,75.83878934575824,114.0,3.9192790664836017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720.0,79.78404351940543,70.0,4.627584891450894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2912.0,88.16606783332963,66.0,8.29023346393304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200.0,72.88909962119949,44.0,3.4510203960283765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501.0,73.84558016655552,106.0,3.4211743053426225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625.0,70.76580323331535,33.0,8.684524032809621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437.0,81.29874413794067,87.0,5.413617701317348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766.0,70.42837843583158,84.0,8.638933728157475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918.0,84.86675012271739,56.0,5.5852130919879865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563.0,71.69733207366883,96.0,3.836292800711034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806.0,84.39163627772584,108.0,4.1332530424735605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148.0,72.9987079890469,95.0,5.680201865661397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831.0,89.30001848177706,88.0,3.367320245210585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2643.0,75.03090494034001,104.0,3.1741362368153427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3363.0,89.53928455672178,59.0,4.715770714285573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730.0,89.85287464416797,67.0,6.1921960670522544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187.0,87.31613238538709,49.0,5.598236971542568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373.0,82.35979578529191,20.0,7.25338616795606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067.0,89.34695174434529,27.0,6.508952976035833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.0,77.36834767862366,71.0,4.48859688741447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968.0,78.32256790819939,94.0,4.337636376511762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521.0,77.23780267440515,89.0,2.8898337541308954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958.0,81.84195809035428,105.0,7.839236570737266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906.0,84.06571097556585,22.0,3.967774174094946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744.0,86.03714801750513,64.0,8.999112501337605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2857.0,85.57942972253394,85.0,7.852353221144777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453.0,78.84079087952227,58.0,6.839545769259531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362.0,75.8999057852736,84.0,4.687452309470568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596.0,89.39075597251775,34.0,7.932183770419312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842.0,71.13078837330093,87.0,6.156481366712844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402.0,71.66679894596234,20.0,5.899564326728719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389.0,81.31504410769996,71.0,8.651040590123468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475.0,86.0975936910621,47.0,6.889392692034204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3468.0,71.0487299836427,105.0,3.6325778563256166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250.0,70.87262109734593,111.0,8.981291539373544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111.0,86.14158864371805,27.0,4.062754079220381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826.0,80.57146126314078,113.0,5.875101083640101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543.0,76.44325393572277,27.0,2.70944136302053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122.0,76.09725420473839,46.0,7.344131202471667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855.0,79.73666940348357,99.0,5.3060316443010045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3371.0,77.49396282584254,88.0,2.586930019069896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224.0,83.34383359955743,73.0,3.32794698316808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952.0,70.04907502248173,23.0,8.419179236069972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3039.0,82.14453985712561,86.0,4.121559226062727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980.0,89.64755640515529,39.0,3.8695101248231065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549.0,82.64579539699952,65.0,5.843669231141915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530.0,74.38683673791974,38.0,5.542979504899948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234.0,72.17408390512396,33.0,4.809404247070067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717.0,78.75901452394407,119.0,4.586787834158589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753.0,88.13104646913763,25.0,4.888904764838777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098.0,83.42279406728085,81.0,6.150942546666762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057.0,79.22912451901999,36.0,3.5067300745500805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3251.0,88.76812479591268,45.0,5.746026262204493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3434.0,81.5570494982788,42.0,4.333855941462431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145.0,87.55611415364768,57.0,5.739292578961071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
